,Title,Location,Price,Land Area,House Area,Bedrooms,Bathrooms,Floors,Parking,Road
1751,"Residential house on sale Near Medicity, Bhaisepati","Bhaisepati, Lalitpur",Rs. 3.99Cr,5.0 aana,2700 Sq. Feet,4,4,2.5,,15 Feet 
1752,Newly built residential house for sale in Budhanilkantha,"Sundarbasti, Kathmandu",Rs. 3.85Cr,4.2 aana,,6,5,2.5,,20 Feet 
1753,"Brand new semi bungalow house for sale in Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",Rs. 3.85Cr,5.0 aana,,6,5,2.5,,13 Feet 
1754,"Premium Residential house for sale in Ramkot, Sitapaila","Sitapaila, Kathmandu",Rs. 6.74Cr,10.2 aana,1860 Sq. Feet,4,3,2,,20 Feet 
1755,"Beautiful house for sale in Kathmandu, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 11Cr,15.0 aana,,5,6,2.5,,15 Feet 
1756,"Residential house for sale in Ganeshthan, Gongabhu","Gongabu, Kathmandu",Rs. 3.15Cr,4.0 aana,,11,5,2.5,,13 Feet 
1757,Bungalow for sale in land price at Thaiba,"Thaiba, Lalitpur",Rs. 37Lac/aana,75.0 aana,,6,4,2.5,,22 Feet 
1758,"House on sale in Jarankhu, Tarkeshwor","Jarankhu, Kathmandu",Rs. 2.5Cr,4.0 aana,,5,3,2.5,,12 Feet 
1759,Residential Bungalow for sale at Dhapakhel,"Dhapakhel, Lalitpur",Rs. 1.85Cr,4.2 aana,,4,3,2.5,,26 Feet 
1760,House for sale behind Satdobato Swimming Pool,"Satdobato, Lalitpur",Rs. 4.5Cr,6.1 aana,,,,2.5,,10-14 Feet 
1761,"Non furnished house for sale in Dhungedhara, Swoyambhu","Swoyambhu, Kathmandu",Rs. 11Cr,19.0 aana,,11,9,2.5,,12-18 Feet 
1762,Semi furnished house for sale at Sinamangal,"Sinamangal, Kathmandu",Rs. 4.5Cr,5.2 aana,,5,5,2.5,,13 Feet 
1763,Semi furnished house for sale in Khumaltar,"Khumaltar, Lalitpur",Rs. 4.25Cr,5.2 aana,,7,4,2.5,,18 Feet 
1764,"House for sale near Bhatbhateni, Radhe Radhe, Bhaktapur","Radhe Radhe, Bhaktapur",Rs. 6.25Cr,8.0 aana,,6,3,2.5,,13/16 Feet 
1765,"Attractive house for sale in Dhapakhel, Height","Dhapakhel, Lalitpur",Rs. 4.2Cr,8.2 aana,2300 Sq. Feet,4,3,2,,13 Feet 
1766,"Beautiful house for sale in Chunikhel, Budhanilkantha","Chunikhel, Kathmandu",Rs. 1.55Cr,3.0 aana,,4,,1,,12-26 Feet 
1767,"Newly built house on sale in Kapan, Baluwakhani","Kapan, Kathmandu",Rs. 3.35Cr,4.0 aana,,,,2.5,,13-18 Feet 
1768,"Beautiful house for sale in Khumaltar, Dhapakhel","Dhapakhel, Lalitpur",Rs. 2.9Cr,3.0 aana,,3,3,2.5,,26 Feet 
1769,"Beautiful house for sale in Kathmandu, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 3.25Cr,4.1 aana,,,,2.5,,20 Feet 
1770,"House on Sale in Sukedhara ,Only 300 meters from Ring Road","Sukedhara, Kathmandu",Rs. 4.95Cr,4.0 aana,,,,2,,12 Feet 
1771,Furnished House on sale at a gated colony of Bhaisepati,"Bhaisepati, Lalitpur",Rs. 5.5Cr,5.0 aana,,3,3,2.5,,14-20 Feet 
1772,Booking open for newly built houses at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.25Cr,,,,,2.5,,14-20 Feet 
1773,Residential bungalow for sale at Sanepa,"Sanepa, Lalitpur",Rs. 7.75Cr,9.2 aana,,4,4,2.5,,16 Feet 
1774,Residential house for sale in Boharatar,"Boharatar, Kathmandu",Rs. 2Cr,3.0 aana,,5,2,2,,13 Feet 
1775,"Semi furnished house on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 4.8Cr,4.0 aana,,6,5,2.5,,25 Feet 
1776,"House on sale at Gundu, Bhaktapur","Gundu, Bhaktapur",Rs. 1.5Cr,10.0 aana,,,,1,,20 Feet 
1777,"Full furnished house for sale in Jhamsikhel, Lalitpur","Jhamsikhel, Lalitpur",Rs. 4Cr,3.0 aana,,4,4,2.5,,20 Feet 
1778,"Beautiful house for sale Near Kitini School, Godawari","Godawari, Lalitpur",Rs. 5.5Cr,0 sq. ft,0 Sq. Meter,4,4,2.5,,16 Feet 
1779,"Bungalow house for sale at Grande Villa, Tokha","Grande Villa, Kathmandu",Rs. 5.35Cr,5.2 aana,,5,5,2.5,,21 Feet 
1780,Brand new residential bungalow house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 5Cr,5.1 aana,,5,,2.5,,12-18 Feet 
1781,"Residential house for sale in Lalitpur, Bhaisepati","Bhaisepati, Lalitpur",Rs. 5.5Cr,5.0 aana,,4,5,2.5,,20 Feet 
1782,"Beautiful house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 13.5Cr,21.0 aana,,6,6,2,,20 Feet 
1783,"Residential house for sale in Saibu, Bhaisepati","Sainbu, Lalitpur",Rs. 3Cr,4.0 aana,,4,,2.5,,0 Feet
1784,Booking open for under construction house at Thankot Checkpost,"Thankot, Kathmandu",Rs. 1.95Cr,3.2 aana,,,,2.5,,13 Feet 
1785,Commercial property for sale at Thamel,"Thamel, Kathmandu",Rs. 13Cr,6.0 aana,,,,2,,20 Feet 
1786,House on sale at Sanobharyang Housing,"Sanobharyang, Kathmandu",Rs. 4.5Cr,5.0 aana,,4,5,2.5,,20 Feet 
1787,Bungalow house for sale in Khusibu Townplanning,"Khusibu, Kathmandu",Rs. 10.5Cr,7.1 aana,4619 Sq. Feet,10,8,4.5,,16 Feet 
1788,Semi furnished bungalow for sale at Sukedhara,"Sukedhara, Kathmandu",Rs. 7Cr,7.0 aana,,4,3,2.5,,12 Feet 
1789,"House on sale in Khadpu, Dhulikhel","Khadpu, Kavrepalanchok",Rs. 1.35Cr,2.3 aana,,,,3,,13 Feet 
1790,Under Construction house on sale at Thulobharyang,"Thulobharyang, Kathmandu",Rs. 3.5Cr,3.0 aana,,,,3,,13 Feet 
1791,Full furnished house for sale in Thankot,"Thankot, Kathmandu",Rs. 3Cr,4.0 aana,,7,,1.5,,13 Feet 
1792,Beautiful house on sale in Gurjudhara,"Gongabu, Kathmandu",Rs. 1.9Cr,,,8,,1.5,,13 Feet 
1793,"Residential house on sale in Lazimpat, Kathmandu","Lazimpat, Kathmandu",Rs. 2.25Cr,2.2 aana,,4,2,2.5,,10 Feet 
1794,"Semi furnished house on sale in Putalisadak, Kathmandu","Putalisadak, Kathmandu",Rs. 5Cr,,,,,3.5,,20 Feet 
1795,"Residential house for sale at Ganesh Chowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 6.5Cr,6.0 aana,,,,2.5,,12-18 Feet 
1796,"Brand new house for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 5.5Cr,4.2 aana,,3,4,2.5,,16-40 Feet 
1797,"Beautiful house for sale in Checkpost, Chandragiri","Chandragiri, Kathmandu",Rs. 1.85Cr,3.2 aana,,8,,2.5,,10 Feet 
1798,Full furnished house for sale in Maharajgunj,"Maharajgunj, Kathmandu",Rs. 9Cr,12.1 aana,,5,4,2.5,,16 Feet 
1799,"Semi furnished house for sale in Khumaltar, Lalitpur","Khumaltar, Lalitpur",Rs. 4Cr,4.0 aana,,4,5,2.5,,26 Feet 
1800,"Beautiful house for sale in Kapan, Kathmandu","Kapan, Kathmandu",Rs. 1.6Cr,3.1 aana,,4,,1,,13 Feet 
1801,"Newly built house on sale in Bhangal, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 3.9Cr,5.0 aana,,6,5,,,20 Feet 
1802,Attractive house for sale at Bansbari,"Bansbari, Kathmandu",Rs. 6.25Cr,9.2 aana,,4,3,2,,13 Feet 
1803,Semi commercial house on sale at Gatthaghar,"Gatthaghar, Bhaktapur",Rs. 3.1Cr,,,4,4,2.5,,12-18 Feet 
1804,"Residential house for sale at New Plaza Road, Putalisadak","Putalisadak, Kathmandu",Rs. 8.5Cr,7.0 aana,,6,7,3.5,,12-18 Feet 
1805,"Semi furnished house for sale in Fulbari, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 7Cr,8.0 aana,,6,5,2.5,,20 Feet 
1806,"Luxurious house for sale in Budhanilkantha, Rudreshwor","Rudreshwor, Kathmandu",Rs. 5.75Cr,6.0 aana,,5,5,2.5,,15 Feet 
1807,Residential house for sale near Sukedhara,"Sukedhara, Kathmandu",Rs. 2.25Cr,4.0 aana,,,,2.5,,13 Feet 
1808,Bungalow for sale at Bishalnagar,"Bishalnagar, Kathmandu",Rs. 10Cr,8.0 aana,,5,3,3,,16 Feet 
1809,Fully furnished house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 6.75Cr,,,5,5,2.5,,15 Feet 
1810,Modern house for sale at Pasikot,"Pasikot, Kathmandu",Rs. 3.35Cr,5.0 aana,,5,4,2.5,,13 Feet 
1811,Brand new residential bungalow house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 17.5Cr,17.0 aana,,5,5,2.5,,12-18 Feet 
1812,Residential house for sale at Nepaltar,"Nepaltar, Kathmandu",Rs. 2.1Cr,3.0 aana,,,,2.5,,10 Feet 
1813,"Brand new house on sale at Checkpost, Chandragiri","Thankot, Kathmandu",Rs. 2.6Cr,4.0 aana,,,,3,,13 Feet 
1814,"Residential house for sale near Akasedhara Petrol Pump, Ekatabasti","Ekatabasti, Kathmandu",Rs. 1.6Cr,2.2 aana,,4,5,2.5,,10-12 Feet 
1815,"Residential house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 3.35Cr,4.0 aana,,6,5,2.5,,13 Feet 
1816,"Residential house for sale near Buddha Party Palace, Imadol","Imadol, Lalitpur",Rs. 1.45Cr,3.0 aana,,4,1,1.5,,11 Feet 
1817,"Residential house on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 1.85Cr,3.2 aana,,4,,1,,13 Feet 
1818,"House on sale at Khadpu, Dhulikhel","Khadpu, Kavrepalanchok",Rs. 1.45Cr,6.0 aana,,,,2,,13 Feet 
1819,"Semi furnished house for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.4Cr,3.3 aana,,4,4,2.5,,20 Feet 
1820,"Attractive house on sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 3.95Cr,5.0 aana,,7,5,3,,13 Feet 
1821,Semi furnished house for sale in Sitapaila,"Sitapaila, Kathmandu",Rs. 3Cr,4.2 aana,,6,3,2.5,,12 Feet 
1822,"Beautiful house for sale in Kapan, Budhanilkantha","Kapan, Kathmandu",Rs. 3.38Cr,4.2 aana,,6,5,2.5,,13 Feet 
1823,"Residential house for sale at Baseni, Bharatpur","Baseni, Chitwan",Rs. 1.2Cr,0.8 kattha,,4,3,2.5,,13 Feet 
1824,"Beautiful house on sale in Kathmandu, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 2.6Cr,4.0 aana,,,,2.5,,13 Feet 
1825,"Commercial building for sale near Ganga Hall, Balaju","Balaju, Kathmandu",Rs. 11Cr,10.2 aana,,,,5,,12 Feet 
1826,"Beautiful house for sale in Gopikrishna, Chabahil","Gopikrishna Hall, Kathmandu",Rs. 2.85Cr,4.0 aana,,,,2.5,,12-18 Feet 
1827,"Beauitiful house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 3.35Cr,3.2 aana,,6,2,2.5,,13 Feet 
1828,"House for sale in Sirutar, Bhaktapur","Sirutar, Bhaktapur",Rs. 2.65Cr,7.3 aana,,,,2,,10-16 Feet 
1829,"House on sale in Panga, Kirtipur","Panga, Kathmandu",Rs. 2.75Cr,4.0 aana,,13,4,4,,12 Feet 
1830,"Attractive house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 6Cr,,,6,5,2.5,,15 Feet 
1831,"House on sale behind of Civil Homes, Khumaltar","Khumaltar, Lalitpur",Rs. 2.85Cr,5.0 aana,,1,,1,,10-18 Feet 
1832,"Beautiful house on sale near Greenhill City Housing, Kageshwori","Greenhill City, Kathmandu",Rs. 2.55Cr,,,5,2,3,,13 Feet 
1833,"House for sale in Golfutar, Budhanilkantha","Golfutar, Kathmandu",Rs. 3.9Cr,5.2 aana,,,,2.5,,13 Feet 
1834,"Beautiful house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 4.25Cr,5.0 aana,,,,2.5,,12-18 Feet 
1835,"Beautiful house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 17.5Cr,17.0 aana,,5,5,2.5,,50 Feet 
1836,"Residential house for sale at Civil Homes, Khumaltar","Khumaltar, Lalitpur",Rs. 3.65Cr,3.2 aana,,3,4,2.5,,13 Feet 
1837,"House for sale in Jyotinagar, Budhanilkantha","Jyotinagar, Kathmandu",Rs. 3.88Cr,,,,,2.5,,12-18 Feet 
1838,"House for sale beside LRI School, Kalanki","Kalanki, Kathmandu",Rs. 2.4Cr,4.0 aana,,,,2.5,,12-16 Feet 
1839,"Residential house for sale in Nakkhu, Lalitpur","Nakkhu, Lalitpur",Price on call,5.0 aana,,4,4,2.5,,13 Feet 
1840,"Semi furnished house for sale in Gokul Aawash, Bhaisepati","Bhaisepati, Lalitpur",Rs. 5.95Cr,6.0 aana,,5,5,2.5,,13-20 Feet 
1841,"House on sale in land price near Surya Catering, Dhumbarahi","Dhumbarahi, Kathmandu",Rs. 70Lac/aana,7.3 aana,,,,2.5,,10-16 Feet 
1842,"Beautiful house for sale in Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.1Cr,3.3 aana,,4,4,2.5,,20 Feet 
1843,"Commercial building for sale in Gongabu, Kathmandu","Gongabu, Kathmandu",Rs. 5.5Cr,6.2 aana,,20,22,5,,13 Feet 
1844,Residential bungalow for sale in Hattigauda,"Hattigaunda, Kathmandu",Rs. 5.9Cr,7.3 aana,,5,5,2.5,,12-18 Feet 
1845,"Brand new bungalow for sale in Hepali Height, Budhanilkantha","Hepali Height, Kathmandu",Rs. 4.55Cr,5.0 aana,,6,5,2.5,,12-18 Feet 
1846,"House for sale in Tokha Road, Gongabu","Gongabu, Kathmandu",Rs. 3.75Cr,3.1 aana,,8,3,3.5,,10 Feet 
1847,"House on sale in Santa Colony, Golfutar","Golfutar, Kathmandu",Rs. 4.35Cr,4.2 aana,,3,3,2.5,,16 Feet 
1848,Brand new residential bungalow house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.75Cr,4.3 aana,,,,2.5,,13 Feet 
1849,"House on sale in Manjushree Marga, Bhaisepati","Manjushree Marga, Lalitpur",Rs. 2.75Cr,4.0 aana,2400 Sq. Feet,5,3,2,,13 Feet 
1850,"Semi furnished house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 3.2Cr,3.0 aana,,6,5,2.5,,15 Feet 
1851,Beautiful house for sale in Handigaun,"Handigaun, Kathmandu",Rs. 5.25Cr,7.2 aana,,7,5,2.5,,15 Feet 
1852,"Brand new house for sale at Sundarbasti, Budhanilkantha","Sundarbasti, Kathmandu",Rs. 2.45Cr,3.2 aana,,,,2.5,,12-18 Feet 
1853,"Newly built house for sale near Deuba Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Rs. 7Cr,7.1 aana,,8,12,4,,13 Feet 
1854,Semi furnished bungalow on sale at Hattigauda,"Hattigaunda, Kathmandu",Rs. 5.75Cr,6.0 aana,,6,5,2.5,,15 Feet 
1855,"Atractive house for sale in Bansbari, Kathmandu","Bansbari, Kathmandu",Rs. 5.5Cr,6.2 aana,,6,5,2.5,,13 Feet 
1856,"Beautiful house for sale in Ram Mandir, Kapan","Kapan, Kathmandu",Rs. 1.95Cr,3.0 aana,,,,3.5,,12-18 Feet 
1857,Newly built house for sale in Mandikhatar Faat,"Mandikhatar, Kathmandu",Rs. 2.85Cr,3.1 aana,,,,2.5,,13 Feet 
1858,"House on sale in near Akasedhara, Kapan","Kapan, Kathmandu",Rs. 2.25Cr,3.0 aana,,,,2.5,,12-18 Feet 
1859,Newly built bungalow for sale at Hattigauda,"Hattigaunda, Kathmandu",Rs. 6.75Cr,8.0 aana,,3,3,2.5,,12-18 Feet 
1860,House on sale at a gated colony of Bhaisepati,"Bhaisepati, Lalitpur",Rs. 4.3Cr,5.1 aana,,4,4,2.5,,12-18 Feet 
1861,"House for sale in Prayashnagar, Samakhushi","Samakhusi, Kathmandu",Rs. 3.05Cr,3.3 aana,,5,4,3,,15 Feet 
1862,Luxurious house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 6.9Cr,5.0 aana,,8,,3.5,,20 Feet 
1863,"Furnished house on sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 4Cr,4.0 aana,,3,3,2.5,,10-16 Feet 
1864,Semi furnished beautiful house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 8.2Cr,10.0 aana,,4,5,2.5,,15-20 Feet 
1865,Brand new bungalow for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.7Cr,6.0 aana,,4,,2,,15 Feet 
1866,New built house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 1.9Cr,3.2 aana,,,,2,,13 Feet 
1867,"Beautiful house on sale in Panityanki, Mahankal","Mahankal, Kathmandu",Rs. 3.35Cr,4.0 aana,,,,2.5,,20 Feet 
1868,Residential house for sale at Dhumbarahi,"Dhumbarahi, Kathmandu",Rs. 3.3Cr,4.2 aana,,,,2.5,,10 Feet 
1869,"Semi furnished house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 4.65Cr,5.0 aana,,5,4,2.5,,16 Feet 
1870,"Attractive house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 6Cr,8.0 aana,,,,,,15 Feet 
1871,New built house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.2Cr,4.0 aana,,6,4,2.5,,13 Feet 
1872,"Beautiful house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 2.9Cr,3.2 aana,,6,5,2.5,,12 Feet 
1873,"House on sale near Shemrock School, Gongabu","Gongabu, Kathmandu",Rs. 3.7Cr,5.0 aana,,4,2,2,,10 Feet 
1874,Brand new bungalow house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.75Cr,4.3 aana,,5,,2.5,,12-18 Feet 
1875,"House on sale near Panchakanya School, Baluwatar","Baluwatar, Kathmandu",Rs. 7.15Cr,6.0 aana,,8,7,3.5,,11-14 Feet 
1876,"House on sale in Ganeshchowk, Budhanilkantha","Ganesh Chowk, Kathmandu",Rs. 6.2Cr,6.1 aana,,6,5,2.5,,15 Feet 
1877,"Semi bungalow house for sale in Budhanilkantha, Kathmandu","Budhanilkantha, Kathmandu",Rs. 4.5Cr,5.0 aana,,6,5,2.5,,13 Feet 
1878,"Beautiful house on sale in Budhanilkantha, kathmandu","Budhanilkantha, Kathmandu",Rs. 3.75Cr,4.2 aana,,5,5,2.5,,13 Feet 
1879,"House on sale near ward office, Gothatar","Gothatar, Kathmandu",Rs. 5.6Cr,7.0 aana,,7,6,3.5,,14 Feet 
1880,House on sale at Kalimati,"Kalimati, Kathmandu",Rs. 9.25Cr,9.2 aana,,5,5,3,,13 Feet 
1881,"Bungalow for sale near Euro School, Ganesh Chowk","Ganesh Chowk, Kathmandu",Rs. 7Cr,8.0 aana,,3,,2.5,,12-18 Feet 
1882,"Beautiful bungalow for sale in Thecho, Lalitpur","Thecho, Lalitpur",Rs. 7.95Cr,9.0 aana,4200 Sq. Feet,5,5,3,,13-18 Feet 
1883,"Beautiful house on sale in Kharibot, Samakhusi","Samakhushi chowk, Kathmandu",Rs. 3.3Cr,4.0 aana,,6,5,2.5,,13 Feet 
1884,"Attractive house on sale in Aakasedhara, Kapan","Aakasedhara, Kathmandu",Rs. 3.2Cr,4.0 aana,,,,2.5,,12-18 Feet 
1885,Brand new bungalow for sale in Dhumbarahi,"Dhumbarahi, Kathmandu",Rs. 6.5Cr,6.0 aana,,5,4,2.5,,20 Feet 
1886,"Brand new house on sale in Kharibot, Kapan","Kharibot, Kathmandu",Rs. 2.35Cr,3.0 aana,,6,4,3,,13 Feet 
1887,Modern bungalow for sale in Lazimpat,"Lazimpat, Kathmandu",Rs. 13Cr,13.0 aana,7052 Sq. Feet,5,5,3.5,,30 Feet 
1888,"Beautiful house for sale in Mandikhatar, Kathmandu","Mandikhatar, Kathmandu",Rs. 3.88Cr,5.0 aana,,,,2.5,,15 Feet 
1889,"House for sale in Ekatabasti, Jyotingar","Sukedhara, Kathmandu",Rs. 2.85Cr,3.0 aana,,,,2.5,,20 Feet 
1890,Luxurious bungalow for rent at Chundevi,"Chundevi, Kathmandu",Rs. 3.5Lac/m,32.0 aana,,5,5,2,,12-18 Feet 
1891,"Beautiful house for sale at Ochu Height, Imadol","Ochu Height, Lalitpur",Rs. 2.25Cr,3.2 aana,,,,2.5,,13 Feet 
1892,"House on sale in Kamalpokhari, Imadol","Imadol, Lalitpur",Rs. 2.5Cr,3.1 aana,,,,2,,16 Feet 
1893,Brand new house on sale at Tikathali,"Tikathali, Lalitpur",Rs. 2.3Cr,3.0 aana,,,,2.5,,13 Feet 
1894,"House for sale in Nayabasti, Banepa","Nayabasti, Kavrepalanchok",Price on call,4.0 aana,,7,,2,,13-18 Feet 
1895,Single storey house on sale at Tikathali,"Tikathali, Lalitpur",Rs. 1.5Cr,3.0 aana,,,,1,,13 Feet 
1896,Attractive house on sale at Imadol,"Imadol, Lalitpur",Rs. 3Cr,3.2 aana,,,,2.5,,13 Feet 
1897,"House on sale at Mount View Residency, Hattiban","Hattiban, Lalitpur",Rs. 3.5Cr,3.2 aana,,,,2.5,,22 Feet 
1898,Residential house for sale at Hattiban,"Hattiban, Lalitpur",Rs. 2.5Cr,3.2 aana,,,,2.5,,13 Feet 
1899,Beautiful house for sale at Imadol,"Imadol, Lalitpur",Rs. 3.75Cr,4.0 aana,,,,2.5,,13 Feet 
1900,"Beautiful house for sale in Tenzing Chowk, Kapan","Kapan, Kathmandu",Rs. 3.85Cr,5.1 aana,,,,2.5,,13 Feet 
1901,"House on sale in Bulbule, Chabahil","Chabahil, Kathmandu",Rs. 2.15Cr,5.2 aana,,5,2,2.5,,5 Feet 
1902,Beautiful bungalow on sale at Bafal,"Bafal, Kathmandu",Rs. 6Cr,8.3 aana,,4,5,3.5,,13 Feet 
1903,Semi furnished house on sale at Kadaghari,"Kadaghari, Kathmandu",Rs. 2.9Cr,4.0 aana,,11,4,4.5,,10/16 Feet 
1904,Newly built bungalow on sale at Hattigauda,"Hattigaunda, Kathmandu",Rs. 4.7Cr,5.0 aana,,,,2.5,,12-16 Feet 
1905,Brand new residential house for sale in Hattigauda,"Hattigaunda, Kathmandu",Rs. 4.4Cr,5.0 aana,,6,,2.5,,12-16 Feet 
1906,"New duplex house on sale in Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 3.95Cr,4.1 aana,,7,5,3,,13 Feet 
1907,"House on sale in Karyabinayak, Lalitpur","Karyabinayak, Lalitpur",Rs. 3.5Cr,3.0 aana,,3,4,2.5,,20 Feet 
1908,"Semi furnished house on sale in Gwarko, Lalitpur","Gwarko, Lalitpur",Rs. 2.5Cr,2.1 aana,,6,2,2,,13 Feet 
1909,"Semi furnished bungalow for sale in Mahatomarg, Bhaisepati","Bhaisepati, Lalitpur",Rs. 6.25Cr,6.2 aana,2870 Sq. Feet,5,6,2.5,,13 Feet 
1910,Semi furnished house for sale in Shantinagar,"Shantinagar, Kathmandu",Rs. 5.25Cr,6.2 aana,,36,17,4,,13 Feet 
1911,"House on sale in Sipadol, Bhaktapur","Sipadol, Bhaktapur",Rs. 1.5Cr,2.2 aana,,,,2.5,,13 Feet 
1912,Commercial building on sale at Machhapokhari,"Machhapokhari, Kathmandu",Rs. 6Cr,6.1 aana,,,,5.5,,13 Feet 
1913,Beautiful bungalow house on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 8.2Cr,10.0 aana,,4,5,2.5,,15 Feet 
1914,"Beautiful house on sale in Kapan, Budhanilkantha","Kapan, Kathmandu",Rs. 2.4Cr,3.1 aana,,,,2.5,,13 Feet 
1915,"Semi bungalow house on sale in Sukedhara, Kathmandu","Sukedhara, Kathmandu",Price on call,4.0 aana,,,,2.5,,13 Feet 
1916,"Duplex house for sale in Deuwa Chowk, Budhanilkantha","Deuwa chowk, Kathmandu",Rs. 4.95Cr,8.0 aana,,8,5,2.5,,13 Feet 
1917,"Under construction house is on sale at Taudaha, Kirtipur","Taudaha, Kathmandu",Rs. 1.8Cr,3.0 aana,,,,2.5,,10-16 Feet 
1918,"House on sale in Chapali Height, Budhanilkantha","Chapali, Kathmandu",Rs. 3.35Cr,4.1 aana,,5,5,2.5,,15 Feet 
1919,Beautiful bungalow on sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 4.5Cr,8.2 aana,,6,3,2.5,,12-13 Feet 
1920,Brand new bungalow for sale in Mandikhatar,"Mandikhatar, Kathmandu",Rs. 8.75Cr,11.0 aana,,5,7,2.5,,12-18 Feet 
1921,"Bungalow on sale near Buddha Colony, Pasikot","Pasikot, Kathmandu",Rs. 3.4Cr,5.0 aana,,6,5,2.5,,13 Feet 
1922,"House for sale in Budhanilkantha, Kathmandu",undefined,Rs. 3.4Cr,5.0 aana,,4,5,2.5,,15 Feet 
1923,Newly built house on sale in Dhapasi Height,"Dhapasi, Kathmandu",Price on call,7.1 aana,,5,7,2.5,,16 Feet 
1924,Commercial house for sale in Dhapasi Kathmandu,"Dhapasi, Kathmandu",Price on call,5.0 aana,,,,,,12-18 Feet 
1925,"Brand new house on sale near Karuna Hospital, Chunikhel","Chunikhel, Kathmandu",Rs. 2.85Cr,4.1 aana,,6,5,2.5,,13 Feet 
1926,"Semi furnished house on sale in Manjushreemarg, Bhaisepati","Bhaisepati, Lalitpur",Rs. 2.75Cr,4.0 aana,2400 Sq. Feet,5,4,2.5,,13 Feet 
1927,"Single storey house on sale in Baluwakhani, Kapan","Baluwakhani, Kathmandu",Rs. 1.7Cr,3.2 aana,,2,1,1,,13 Feet 
1928,"Full furnished house on sale in Nakkhu, Lalitpur","Nakkhu, Lalitpur",Price on call,5.1 aana,,,,,,15 Feet 
1929,"Furnished bungalow for sale at Mahatomarg, Bhaisepati","Bhaisepati, Lalitpur",Rs. 4.95Cr,4.0 aana,,4,4,2.5,,13 Feet 
1930,"Beautiful house on sale in Jyotinagar, Budhanilkantha","Jyotinagar, Kathmandu",Rs. 3.5Cr,5.0 aana,,,,2.5,,18 Feet 
1931,Commercial building for sale at Balkumari,"Balkumari, Lalitpur",Rs. 53.5Cr,25.2 aana,,,,4,,64-72 Feet 
1932,"Beautiful house for sale in Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",Price on call,7.2 aana,,4,4,2.5,,14 Feet 
1933,"House on sale at Baluwakhani, Kapan","Baluwakhani, Kathmandu",Rs. 2.45Cr,3.0 aana,,,,2.5,,20 Feet 
1934,"Beautiful house for sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Price on call,4.0 aana,,4,4,2.5,,13-15 Feet 
1935,Residential bungalow for sale at Baluwatar,"Baluwatar, Kathmandu",Rs. 8Cr,10.0 aana,,,5,2.5,,10 Feet 
1936,"Brand new house for sale in Karyabinak Homes, Bhaisepati,","Bhaisepati, Lalitpur",Price on call,3.2 aana,2375 Sq. Feet,4,5,2.5,,20 Feet 
