,Title,Location,Price,Land Area,House Area,Bedrooms,Bathrooms,Floors,Parking,Road
1076,4 BHK House for Sale,"Deuwa chowk, Kathmandu",Rs. 6.5Cr,7.0 aana,,4,5,2.5,2 Cars & 4 Bikes,14 Feet 
1077,House for Sale,"Imadol, Lalitpur",Rs. 2.75Cr,3.0 aana,,5,4,3.5,2 Bikes,13 Feet 
1078,Flat system house for Sale,"Thamel, Kathmandu",Rs. 2.3Cr,2.3 aana,,,,3,,10 Feet 
1079,Bungalow House for Sale,"Budhanilkantha, Kathmandu",Rs. 5.75Cr,5.2 aana,,,,2.5,1 Car & 2 Bikes,13 Feet 
1080,House for Sale,"Sitapaila, Kathmandu",Rs. 10Cr,23.0 aana,,4,4,2.5,3 Cars & 5 Bikes,13 Feet 
1081,Bungalow House for Sale,"Budhanilkantha, Kathmandu",Price on call,24.0 aana,,4,4,2.5,3 Cars & 5 Bikes,13 Feet 
1082,House on sale at Budhanilkantha,"Narayanthan , Kathmandu",Rs. 5.5Cr,5.0 aana,1250 Sq. Ft.,7,4,2.5,5 Cars & 8 Bikes,10 Feet 
1083,House for Sale,"Hepali Height, Kathmandu",Rs. 4.65Cr,4.3 aana,,6,6,3,2 Cars & 3 Bikes,13 Feet 
1084,House for Sale,"Sanepa, Lalitpur",Rs. 3.5Cr,2.5 aana,1500 Sq. Ft.,3,2,3,1 Car & 2 Bikes,13 Feet 
1085,Flat system House for Sale,"Old Baneshwor, Kathmandu",Rs. 2.8Cr,3.2 aana,,22,8,6,,6 Feet 
1086,4 BHK House in Colony for Sale at Rupandehi,"Omsatiya, Rupandehi",Rs. 2.2Cr,0.12 kattha,2614 Sq. Ft.,4,4,3,2 Cars & 4 Bikes,23 Feet 
1087,Under construction House for Sale,"Omsatiya, Rupandehi",Rs. 2.2Cr,0.12 kattha,2612 Sq. Ft.,4,4,2.5,3 Cars & 3 Bikes,23 Feet 
1088,House for Sale,"Baluwatar, Kathmandu",Rs. 7.6Cr,6.0 aana,,8,10,3.5,3 Cars & 3 Bikes,10 Feet 
1089,Bungalow House for Sale,"Manamaiju, Kathmandu",Rs. 7.35Cr,9.1 aana,,4,3,3.5,2 Cars & 4 Bikes,13 Feet 
1090,Newly built house on sale,"Greenhill City, Kathmandu",Rs. 2.3Cr,3.0 aana,,5,3,2.5,4 Bikes,13 Feet 
1091,Bungalow for Sale,"Budhanilkantha, Kathmandu",Rs. 3.9Cr,6.0 aana,,6,6,2.5,2 Cars & 3 Bikes,14 Feet 
1092,House for Sale,"Sainbu, Lalitpur",Rs. 3.5Cr,4.0 aana,,7,4,3,1 Car & 2 Bikes,18 Feet 
1093,House for Sale,"Thali, Kathmandu",Rs. 1.6Cr,2.2 aana,,5,3,2.5,1 Car & 4 Bikes,12 Feet 
1094,Bungalow House for Sale,"Balkot, Bhaktapur",Rs. 2.8Cr,3.3 aana,2268.16 Sq. Ft.,5,5,3,1 Car & 7 Bikes,13 Feet 
1095,House for Sale,"Budhanilkantha, Kathmandu",Rs. 4Cr,4.0 aana,,10,4,3,,16 Feet 
1096,House for Sale,"Pasikot, Kathmandu",Rs. 2.25Cr,3.2 aana,,,,2.5,,20 Feet 
1097,4 BHK House for Sale,"Bhaisepati, Lalitpur",Rs. 1.9Cr,4.0 aana,,4,3,2.5,,5 Feet 
1098,House on sale,"Yogikuti, Rupandehi",Rs. 90Lac,0.5 kattha,,2,1,1.5,1 Car & 3 Bikes,10 Feet 
1099,House for Sale,"Jyotinagar, Kathmandu",Rs. 2.65Cr,3.0 aana,,,,2,,20 Feet 
1100,Flat system house for sale in land price at Bagdurbar,"Bagdurbar, Kathmandu",Rs. 3Cr/aana,4.0 aana,,,,4.5,,13 Feet 
1101,House for Sale in Pepsicola,"Pepsicola, Kathmandu",Rs. 5.55Cr,6.2 aana,5400 Sq. Ft.,6,6,3.5,3 Cars & 4 Bikes,20 Feet 
1102,Bungalow House for Sale,"Dillibazar, Kathmandu",Rs. 14Cr,14.0 aana,1500 Sq. Ft.,28,7,4.5,9 Cars & 9 Bikes,
1103,House for Sale in Babarmahal,"Bijulibajar, Kathmandu",Rs. 8.5Cr,6.0 aana,4000 Sq. Ft.,8,6,4,2 Cars & 8 Bikes,12 Feet 
1104,House for Sale,"Sundarbasti, Kathmandu",Rs. 3.38Cr,3.2 aana,,4,3,2.5,1 Car & 4 Bikes,13 Feet 
1105,House for Sale,"Pepsicola, Kathmandu",Rs. 2.9Cr,5.0 aana,,,,2.5,,
1106,House for Sale,"Harisiddhi, Lalitpur",Rs. 2.6Cr,3.2 aana,,5,3,2.5,,13 Feet 
1107,House for Sale,"Ghattekulo, Kathmandu",Rs. 3.25Cr,3.2 aana,,6,3,3.5,,18 Feet 
1108,House for Sale,"Bhangal , Kathmandu",Rs. 4.5Cr,5.1 aana,,7,6,3,1 Car & 1 Bike,13 Feet 
1109,4 BHK House for Sale,"Lele, Lalitpur",Rs. 7.3Cr,64.0 aana,,4,3,2.5,2 Cars & 4 Bikes,20 Feet 
1110,4 BHK House for Sale,"Syuchatar, Kathmandu",Rs. 2.5Cr,5.0 aana,,4,3,2.5,1 Car & 2 Bikes,16 Feet 
1111,Commercial flat system House for Sale,"Khusibu Town Planning, Kathmandu",Rs. 3.9Cr,4.0 aana,,4,3,2.5,1 Bike,26 Feet 
1112,House for Sale,"Imadol, Lalitpur",Rs. 6Cr,9.0 aana,,6,,2.5,2 Cars & 3 Bikes,13 Feet 
1113,House for Sale,"Kirtipur, Kathmandu",Rs. 65Lac,1.2 aana,9 Sq. Ft.,2,1,,2 Bikes,20 Feet 
1114,House for Sale,"Nakhipot, Lalitpur",Rs. 4.6Cr,7.0 aana,,6,5,2.5,3 Cars ,13 Feet 
1115,House for Sale,"Sitapaila, Kathmandu",Rs. 4.95Cr,8.2 aana,,8,7,3.5,3 Cars ,12 Feet 
1116,Commercial building on sale,"Samakhusi, Kathmandu",Rs. 16Cr,16.0 aana,6996 Sq. Ft.,,,5,8 Cars & 9 Bikes,24 Feet 
1117,House for Sale,"Imadol, Lalitpur",Rs. 2.15Cr,2.3 aana,787.175 Sq. Ft.,3,3,3,1 Car & 3 Bikes,13 Feet 
1118,House for Sale,"Mahadevtar, Kathmandu",Rs. 6Cr,10.2 aana,,5,4,3.5,2 Cars & 3 Bikes,13 Feet 
1119,House for Sale,"Sampang Chowk, Lalitpur",Rs. 3.8Cr,4.2 aana,,7,4,2.5,2 Cars ,13 Feet 
1120,House for Sale,"Balambu, Kathmandu",Rs. 2.75Cr,4.0 aana,,5,4,2.5,2 Cars & 4 Bikes,13 Feet 
1121,House on sale,"Ganesh Chowk, Kathmandu",Rs. 5.8Cr,6.0 aana,0 Sq. Ft.,8,3,3.5,2 Cars & 3 Bikes,20 Feet 
1122,House for Sale,"Bhaisepati, Lalitpur",Rs. 4.25Cr,5.0 aana,,7,3,3,1 Car & 1 Bike,20 Feet 
1123,4 BHK House for Sale,"Makalbari, Kathmandu",Rs. 2.75Cr,3.3 aana,2800 Sq. Ft.,8,3,3,1 Car & 4 Bikes,12 Feet 
1124,4 BHK House for Sale,"Thaiba, Lalitpur",Rs. 5Cr,6.0 aana,,3,3,2.5,1 Car & 2 Bikes,20 Feet 
1125,Beautiful House for Sale,"Imadol, Lalitpur",Rs. 4.25Cr,4.0 aana,,3,3,2.5,1 Car & 1 Bike,14 Feet 
1126,4 BHK House for Sale,"Tahachal, Kathmandu",Rs. 5.65Cr,4.1 aana,,4,5,2.5,2 Cars & 3 Bikes,20 Feet 
1127,House for Sale,"Lasuntar, Kathmandu",Rs. 3.1Cr,4.1 aana,,4,3,2.5,2 Cars & 5 Bikes,13 Feet 
1128,Attractive house on sale,"Imadol, Lalitpur",Rs. 2.25Cr,3.0 aana,,6,3,1,1 Car & 3 Bikes,16 Feet 
1129,4 BHK House for Sale,"Imadol, Lalitpur",Rs. 4.5Cr,7.0 aana,,4,3,2.5,2 Cars & 2 Bikes,16 Feet 
1130,3 BHK House for Sale,"Imadol, Lalitpur",Rs. 4.25Cr,4.0 aana,,3,3,2.5,1 Car & 1 Bike,14 Feet 
1131,5 BHK House for Sale,"Lubhu, Lalitpur",Rs. 2.2Cr,3.0 aana,,5,4,2.5,1 Car & 3 Bikes,13 Feet 
1132,Under construction House for Sale,"Thecho, Lalitpur",Rs. 8.5Cr,9.3 aana,4706 Sq. Ft.,6,5,2.5,1 Car & 2 Bikes,12 Feet 
1133,4 BHK House for Sale,"Nakhipot, Lalitpur",Rs. 2Cr,2.5 aana,,4,3,2.5,1 Car & 1 Bike,13 Feet 
1134,Beautiful House for Sale,"Naxal, Kathmandu",Rs. 5.5Cr,4.0 aana,,3,3,2.5,1 Car & 2 Bikes,13 Feet 
1135,Villa House for Sale,"Dhaksi, Kathmandu",Rs. 3.6Cr,12.0 aana,3200 Sq. Ft.,7,7,2.5,3 Cars & 5 Bikes,20 Feet 
1136,4 BHK House for Sale,"Bafal, Kathmandu",Rs. 3.7Cr,3.2 aana,,4,3,2.5,1 Car & 1 Bike,14 Feet 
1137,Bungalow House for Sale,"Pokhara, Kaski",Price on call,3.3 aana,1434 Sq. Ft.,3,3,2.5,1 Car & 4 Bikes,18 Feet 
1138,6 BHK House for Sale,"Banasthali, Kathmandu",Rs. 3.4Cr,4.0 aana,,6,4,3,2 Cars & 1 Bike,13 Feet 
1139,4 BHK House for Sale,"Budhanilkantha, Kathmandu",Rs. 5.75Cr,9.0 aana,,4,3,2.5,2 Cars & 2 Bikes,12 Feet 
1140,Bungalow House for Sale,"Chundevi, Kathmandu",Rs. 6.75Cr,6.0 aana,,5,,2.5,,
1141,Villa House for Sale,"Chabahil, Kathmandu",Rs. 12Cr,12.0 aana,,3,2,1.5,4 Cars & 5 Bikes,16 Feet 
1142,6 BHK House for Sale,"Thankot, Kathmandu",Rs. 2.2Cr,5.0 aana,,6,3,2.5,2 Cars & 3 Bikes,10 Feet 
1143,3 BHK House for Sale,"Bhaisepati, Lalitpur",Price on call,4.2 aana,2196 Sq. Ft.,3,4,2,1 Car & 1 Bike,26 Feet 
1144,5 BHK House for Sale,"Sampang Chowk, Lalitpur",Rs. 2.3Cr,2.3 aana,,5,5,2.5,1 Car & 2 Bikes,13 Feet 
1145,Single Storey House for Sale,"Danchhi, Kathmandu",Rs. 1.5Cr,3.1 aana,,2,1,1,1 Car & 2 Bikes,10 Feet 
1146,House for Sale in New Baneswor,"New Baneshwor, Kathmandu",Rs. 1.68Cr,1.1 aana,1700 Sq. Ft.,3,3,3.5,2 Bikes,20 Feet 
1147,Bungalow House for Sale,"Gahana Pokhari, Kathmandu",Price on call,9.3 aana,2800 Sq. Ft.,4,4,2.5,3 Cars & 1 Bike,13 Feet 
1148,House on sale at Kadaghari,"Kadaghari, Kathmandu",Rs. 1.73Cr,3.0 aana,1600 Sq. Ft.,1,1,2.5,1 Car & 5 Bikes,5 Feet 
1149,4BHK Bungalow for SALE,"Hattigaunda, Kathmandu",Rs. 7.7Cr,6.2 aana,3500 Sq. Ft.,4,5,2.5,1 Car & 1 Bike,30 Feet 
1150,Villa House for Sale,"Mahadevsthan, Kathmandu",Rs. 2.2Cr,5.0 aana,,6,3,2.5,1 Car & 4 Bikes,10 Feet 
1151,Brand new House for Sale,"Pasikot, Kathmandu",Rs. 2.99Cr,4.0 aana,,,,2.5,,13 Feet 
1152,"Amazing Bungalow for Sale , Bhaisepati","Bhaisepati, Lalitpur",Rs. 13.5Cr,13.0 aana,4000 Sq. Ft.,7,5,2.5,3 Cars & 5 Bikes,16 Feet 
1153,Beautiful House for Sale,"Gothatar, Kathmandu",Rs. 2.1Cr,3.0 aana,1800 Sq. Ft.,5,3,2.5,1 Car & 3 Bikes,10 Feet 
1154,2 BHK House for Sale,"Kalanki, Kathmandu",Rs. 6Cr,3.0 aana,,1,1,5,1 Car & 5 Bikes,10 Meter
1155,"House on sale at Dhalmal, Tokha","Dhalmal, Kathmandu",Rs. 2.65Cr,3.2 aana,,6,4,2.5,1 Car & 2 Bikes,13 Feet 
1156,Bungalow House for Sale,"Imadol, Lalitpur",Rs. 1.95Cr,4.0 aana,,5,4,2.5,1 Car & 1 Bike,13 Feet 
1157,House for Sale,"Sainbu, Lalitpur",Rs. 8.5Cr,7.3 aana,,5,4,2.5,2 Cars & 5 Bikes,17 Feet 
1158,Commercial House for Sale,"Saraswotinagar, Kathmandu",Rs. 2.3Cr,3.0 aana,,3,2,2,1 Car ,27 Feet 
1159,5 BHK House for Sale,"Thecho, Lalitpur",Rs. 3.25Cr,4.0 aana,2800 Sq. Ft.,5,5,2.5,1 Car & 1 Bike,13 Feet 
1160,4 BHK House for Sale,"Thecho, Lalitpur",Rs. 2.6Cr,4.0 aana,,4,3,2.5,1 Car & 1 Bike,10 Feet 
1161,"House on sale near Kist Hospital, Imadol","Imadol, Lalitpur",Rs. 2.95Cr,3.2 aana,,8,3,2.5,1 Car & 3 Bikes,13 Feet 
1162,House for Sale,Lalitpur,Rs. 1.9Cr,2.3 aana,1069 Sq. Ft.,4,3,2.5,1 Car & 3 Bikes,13 Feet 
1163,Bungalow House for Sale,"Tandi, Chitwan",Rs. 2.5Cr,1.9.9 kattha,,,,2,,
1164,House for Sale,"Rampur, Chitwan",Rs. 1.3Cr,0.11 kattha,,,,2,,
1165,"House for sale at Baluwatar, Kathmandu","Baluwatar, Kathmandu",Rs. 6.8Cr,8.2 aana,,6,3,2.5,2 Cars & 2 Bikes,14 Feet 
1166,House for Sale,"Dhapasi, Kathmandu",Rs. 1.55Cr,2.2 aana,,4,2,1,1 Bike,5 Feet 
1167,Duplex House for Sale,"Tikathali, Lalitpur",Rs. 2.2Cr,3.0 aana,1069 Sq. Feet,6,5,2.5,1 Car & 3 Bikes,13 Meter
1168,"5 BHK house on sale at Gamcha, Bhaktapur","Gamcha, Bhaktapur",Rs. 4.3Cr,7.0 aana,,5,4,2.5,,13-20 Feet 
1169,6 BHK residential house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.45Cr,3.2 aana,,6,3,2.5,,13 Feet 
1170,Furnished Bungalow on sale in Thecho,"Thecho, Lalitpur",Price on call,4.2 aana,2800 Sq. Feet,5,5,2.5,,20 Feet 
1171,"House on sale at Hattidanda, Kageshwori","Hattidanda, Kathmandu",Rs. 2.5Cr,3.2 aana,,6,3,2.5,,13 Feet 
1172,5 BHK house on sale at Golfutar,"Golfutar, Kathmandu",Rs. 5.49Cr,7.0 aana,,5,5,2,,13 Feet 
1173,"Attractive house on sale at Dhapasi, Tokha","Dhapasi, Kathmandu",Rs. 7.5Cr,9.2 aana,,6,6,2.5,,13 Feet 
1174,House for sale at Butwal,"Butwal, Rupandehi",Price on call,4.0 aana,,8,2,2.5,,10-12 Feet
1175,"Residential house on sale at Mandikhatar, Budhanilkantha","Mandikhatar, Kathmandu",Price on call,,,11,,2.5,,10 Feet 
1176,Residential house on sale at Dhumbarahi,"Dhumbarahi, Kathmandu",Price on call,4.1 aana,,,,3.5,,12 Feet 
1177,"House for sale in Chhauni, Kathmandu","Chhauni, Kathmandu",Rs. 70Lac/aana,6.0 aana,,,,2,,10-12 Feet 
1178,"Beautiful house for sale in Dhapakhel, Lalitpur","Dhapakhel, Lalitpur",Rs. 3.8Cr,4.0 aana,,,,3.5,,20 Feet 
1179,House on sale at Mid Baneshwor,"Mid Baneshwor, Kathmandu",Rs. 6.75Cr,7.0 aana,,5,4,2.5,,26 Feet 
1180,"House on Sale at Gatthaghar, Bhaktapur-built on 2075 BS","Gatthaghar, Bhaktapur",Rs. 4Cr,5.2 aana,1227.10 Sq. Feet,,,2.5,,13 Feet 
1181,"Attractive house on sale at Hepali Height, Budhanilkantha","Hepali Height, Kathmandu",Rs. 5.5Cr,5.2 aana,,5,5,2.5,,15 Feet 
1182,"Beautiful house for sale near Karuna Hospital, Kapan","Kapan, Kathmandu",Rs. 3.1Cr,4.3 aana,,,,2,,13 Feet 
1183,"Flat system house on sale at Thulo Bharyang, Gairigaun","Thulobharyang, Kathmandu",Rs. 2.2Cr,3.3 aana,,4,3,2.5,,13 Feet 
1184,"House for sale at Shanti Chowk, Nakhipot","Nakhipot, Lalitpur",Rs. 3.3Cr,3.2 aana,,6,4,2.5,,20 Feet 
1185,"House on sale at Shanti Chowk, Nakhipot","Nakhipot, Lalitpur",Rs. 2.9Cr,,,6,4,2.5,,20 Feet 
1186,House on sale in Satdobato,"Satdobato, Lalitpur",Rs. 5.25Cr,7.2 aana,,,,4,,12-18 Feet 
1187,"Beautiful 6 bhk house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 3.99Cr,3.4 aana,,6,3,2.5,,16 Feet 
1188,"Beautiful house for sale in Hattiban, Lalitpur","Hattiban, Lalitpur",Rs. 5.5Cr,7.0 aana,,5,5,3,,20 Feet 
1189,"Duplex house on sale at Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.75Cr,3.1 aana,,7,5,2.5,,20 Feet 
1190,"Residential house on sale in Bhangal, Budhanilkantha","Bhangal , Kathmandu",Rs. 3.2Cr,3.1 aana,,5,6,2.5,,13 Feet 
1191,"House on sale at Nayabasti, Boudha","Naya Basti, Kathmandu",Rs. 3.5Cr,5.0 aana,,5,4,2.5,,20 Feet 
1192,House on sale at Bharatpur,"Bharatpur, Chitwan",Rs. 2Cr,,,6,2,2.5,,12-18 Feet 
1193,Residential house for sale in Sukedhara,"Sukedhara, Kathmandu",Rs. 3.85Cr,4.0 aana,,,,2.5,,13 Feet 
1194,"House for sale in Kapan, Budhanilkantha","Kapan, Kathmandu",Rs. 2.5Cr,3.0 aana,,,,2.5,,13 Feet 
1195,"Beautiful house on sale at Aakasedhara, Budhanilkantha","Aakasedhara, Kathmandu",Rs. 2.8Cr,4.2 aana,,,,3.5,,10-12 Feet 
1196,Attractive house for sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.45Cr,4.0 aana,,6,5,2.5,,13 Feet 
1197,"Beautiful house on sale at Aadeshwor, Sitapaila","Nagarjun, Kathmandu",Rs. 4Cr,3.2 aana,,4,6,2.5,,10-12 Feet
1198,"House on sale at Grande Villa, Tokha","Grande Villa, Kathmandu",Rs. 3.25Cr,4.0 aana,1400 Sq. Feet,3,3,2,,14 Feet
1199,"House for sale in Matatirtha, Nagsthan","Matatirtha, Kathmandu",Rs. 1.2Cr,3.0 aana,,2,2,1.5,,12 Feet 
1200,House for sale in Tokha Kathmandu,"Grande Hospital, Kathmandu",Rs. 1.9Cr,3.2 aana,714.47 Sq. Feet,3,1,1,,10 Feet 
1201,"Villa on sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 10Cr,17.0 aana,,4,3,2,,10-15 Feet 
1202,"Bungalow on sale at Ishan Colony, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 5.5Cr,9.0 aana,,3,3,2.5,,10-12 Feet 
1203,"House on sale in Lambagar, Tarkeshwor","Lambagar, Kathmandu",Rs. 1.6Cr,,,4,2,2.5,,8 Feet 
1204,"House on sale at Swargadwari Colony, Budhanilkantha","Budhanilkantha, Kathmandu",Rs. 2.45Cr,3.3 aana,1423 Sq. Feet,3,3,2.5,,13 Feet 
1205,"Residential house on sale at Satungal, Chandragiri","Satungal, Kathmandu",Rs. 2.1Cr,3.0 aana,,7,3,3,,13 Feet 
1206,"House on sale at Kapan, Budhanilkantha","Kapan, Kathmandu",Rs. 3.9Cr,3.2 aana,,6,3,3.5,,12 Feet 
1207,"Modern House on Sale at Bhaisepati, Lalitpur","Bhaisepati, Lalitpur",Rs. 4.5Cr,3125 sq. ft,3125 Sq. Feet,5,5,2.5,,14 Feet 
1208,Beautiful house on sale at Kupondole,"Kupandole, Lalitpur",Rs. 10Cr,10.0 aana,,4,3,2.5,,16 Feet 
1209,"House for sale in Kapan, Ekatabasti","Ekatabasti, Kathmandu",Rs. 3.1Cr,3.0 aana,850 Sq. Feet,6,4,2.5,,13 Feet 
1210,"House for sale at Adeshwor Height, Nagarjun","Sitapaila, Kathmandu",Rs. 2.35Cr,2.2 aana,560 Sq. Feet,3,3,2.5,,13 Feet 
1211,"House for sale in Bindhyabasini, Pokhara","Pokhara, Kaski",Rs. 2Cr,2.3 aana,,3,2,2,,13 Feet 
1212,"House on sale behind Namaste Petrol Pump, Balkumari","Balkumari, Lalitpur",Rs. 4.7Cr,4.3 aana,2800 Sq. Feet,5,4,3,,13 Feet 
1213,Residential house for sale at Kausaltar,"Kaushaltar, Bhaktapur",Rs. 3Cr,3.0 aana,,,,2.5,,12 Feet 
1214,"House for sale near Buddha Party Palace, Imadol","Imadol, Lalitpur",Rs. 2.8Cr,3.2 aana,,,,2.5,,12-18 Feet 
1215,"House for sale in Nakkhu, Lalitpur","Nakkhu, Lalitpur",Rs. 3.6Cr,4.1 aana,857 Sq. Feet,4,5,2.5,,13 Feet 
1216,"Land on sale at Pidari Chowk, Janakpur","Janakpur, Dhanusa",Rs. 15Lac,1.7 kattha,,,,,,20 Feet 
1217,House for Sale in Pokhara,"Lakeside, Kaski",Rs. 8.5Cr,8.2 aana,270 Sq. Meter,10,8,4,,15 Feet
1218,"Attractive house for sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 2.85Cr,,,4,3,2.5,,13 Feet 
1219,Commercial building on sale at Gongabu,"Gongabu, Kathmandu",Rs. 55Cr,40.0 aana,,,,6,,20 Feet 
1220,"House on sale at Tundaldevi, Baluwatar","Tundaldevi, Kathmandu",Rs. 19.5Cr,22.0 aana,,,,2.5,,20+ Feet 
1221,Modern house for sale in Pokhara,"Pokhara, Kaski",Rs. 3.75Cr,5.0 aana,,9,5,2.5,,15 Feet 
1222,"House for sale at Prithvi Highway, Gajuri","Gajuri, Dhading",Rs. 1.78Cr,,,10,2,2,,32+ Feet 
1223,House on sale in Itahari,"Halgadha, Sunsari",Price on call,0.10 kattha,1275.75 Sq. Feet,6,2,2.5,,12-18 Feet 
1224,"House on sale at Gairigaun, Thulobharyang","Gairi Gaun, Kathmandu",Rs. 2.2Cr,3.3 aana,,5,3,2.5,,13 Feet 
1225,"House on sale at Dhalmal Chowk, Tokha","Dhalmal, Kathmandu",Rs. 2.2Cr,3.1 aana,,5,3,2.5,,12 Feet 
1226,Commercial building for sale in Kalanki,"Kalanki, Kathmandu",Rs. 5.25Cr,3.0 aana,,19,19,6,,13 Feet 
1227,"House on sale at Gurjudhara, Chandragiri","Gurjudhara, Kathmandu",Rs. 3Cr,4.0 aana,0 Sq. Meter,8,6,2.5,,26 Feet 
1228,"Beautiful house for sale in Bansbari, Dakshinkali","Bansbari, Kathmandu",Rs. 1Cr,5.0 aana,,,,1,,13 Feet 
1229,"House for sale near Samiti Bhawan, Hattiban","Hattiban, Lalitpur",Rs. 2Cr,3.0 aana,900 Sq. Feet,4,2,2,,14 Feet 
1230,"Attractive house on sale at Aarubari, Gokarneshwor","Aarubari, Kathmandu",Rs. 3.5Cr,4.0 aana,,5,3,2.5,,12 Feet 
1231,"Residential house for sale on Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.4Cr,3.2 aana,,4,3,2.5,,13 Feet 
1232,"Attractive house on sale at Lalitpur, Imadol","Imadol, Lalitpur",Rs. 2.7Cr,3.2 aana,,5,3,2.5,,14 Feet 
1233,Residential house is on sale at Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3Cr,5.0 aana,,,,2.5,,12-18 Feet 
1234,Brand new semi Bungalow for sale in Imadol,"Imadol, Lalitpur",Rs. 2.6Cr,,,5,4,2.5,,12 Feet 
1235,"Commercial house for sale at Mitranagar, New Buspark","New Buspark, Kathmandu",Rs. 8.3Cr,7.0 aana,8000 Sq. Feet,34,34,4.5,,20 Feet 
1236,"Flat system house on sale at Ghattekulo, Kathmandu","Ghattekulo, Kathmandu",Rs. 3.75Cr,3.2 aana,,,,4.5,,9 Feet 
1237,"House for sale in Bhangal, Budanilakantha","Bhangal , Kathmandu",Rs. 4Cr,5.0 aana,2500 Sq. Meter,5,4,2.5,,20 Feet 
1238,"House on urgent sale at Rudreshwor, Budhanilkantha","Rudreshwor, Kathmandu",Rs. 3.5Cr,6.0 aana,,,,2.5,,10 Feet 
1239,"Beautiful house on Sale at Matatirtha, Chandragiri","Matatirtha, Kathmandu",Rs. 2.9Cr,4.2 aana,817 Sq. Feet,5,6,3,,13 Feet 
1240,"House for sale in Tarkeshwor 6, Dharmasthali","Dharmasthali, Kathmandu",Rs. 1.3Cr,3.2 aana,848 Sq. Feet,3,1,1,,13 Feet 
1241,"House on sale at Kapan, Budhanilkatha","Kapan, Kathmandu",Rs. 3.55Cr,4.1 aana,,5,1,2.5,,13 Feet 
1242,"Bungalow for sale in Dhapasi, Tokha","Dhapasi, Kathmandu",Rs. 11.5Cr,17.0 aana,3300 Sq. Feet,6,4,2.5,,13 Feet 
1243,"House on sale at Naxal, Kathmandu","Naxal, Kathmandu",Rs. 14Cr,12.0 aana,,,,2,,13 Feet 
1244,"Residential House on sale at Lalitpur, Imadol","Imadol, Lalitpur",Rs. 3.6Cr,5.0 aana,,4,1,3,,13 Feet 
1245,"Residential house on sale at Goldhunga, Tarakeshwor","Goldhunga, Kathmandu",Rs. 1.2Cr,3.0 aana,,2,1,1,,10 Feet 
1246,"House on sale at Thaiba, Godawari","Thaiba, Lalitpur",Rs. 2.6Cr,4.0 aana,,,,3,,12-14 Feet 
1247,"Beautiful 5 bhk house for sale in Imadol, Lalitpur","Imadol, Lalitpur",Rs. 2.75Cr,3.1 aana,,5,3,2.5,,20 Feet 
1248,Bungalow for sale,"Hattiban, Lalitpur",Rs. 6.5Cr,8.0 aana,,7,5,2.5,4 Cars & 10 Bikes,16 Feet 
1249,4 BHK Semi Furnished house for sale in Bhaisepati,"Bhaisepati, Lalitpur",Rs. 5.9Cr,5.0 aana,,4,4,2.5,,12-18 Feet 
1250,Newly built house for sale in Budhanilkantha,"Budhanilkantha, Kathmandu",Rs. 3.65Cr,4.0 aana,,6,3,2.5,,13 Feet 
1251,"Brand new house for sale in Nayabazar, Kirtipur","Nayabazar, Kathmandu",Rs. 2.75Cr,3.0 aana,,,,3,,12-18 Feet 
1252,"House on sale at Chardhara, Kirtipur","Chardhara, Kathmandu",Rs. 1.6Cr,3.3 aana,,,,2.5,,12-18 Feet 
1253,"House on sale at Nagaun, Kirtipur","Nagaun, Kathmandu",Rs. 2.5Cr,4.0 aana,,,,3.5,,12-18 Feet 
1254,"Newly built house on sale in Shree Tole, Tokha","Tokha, Kathmandu",Rs. 4.5Cr,5.2 aana,2321 Sq. Feet,5,3,2.5,,12 Feet 
1255,House on sale in Mulpani,"Mulpani, Kathmandu",Rs. 2.45Cr,3.0 aana,,5,3,2.5,,12-18 Feet 
1256,"Residential house on sale at Kalopul, Kathmandu","Kalopool, Kathmandu",Rs. 3.2Cr,,,2,2,1,,5 Feet 
1257,"Attractive house on sale at Sitapaila, Nagarjun","Sitapaila, Kathmandu",Rs. 2.65Cr,3.3 aana,,6,4,2.5,,20 Feet 
1258,Brand new house for sale in Kapan,"Kapan, Kathmandu",Rs. 1.65Cr,3.0 aana,,,,1,,12-18 Feet 
1259,"Residential house for sale at Pasikot, Budhanilkantha","Pasikot, Kathmandu",Rs. 2.3Cr,3.0 aana,,,,2.5,,12-18 Feet 
1260,"Beautiful house on sale at Naikap, Chandragiri","Naikap, Kathmandu",Rs. 4.75Cr,8.2 aana,,7,6,3,,13 Feet 
1261,"House on sale at Thulobharyang, Nagarjun","Thulobharyang, Kathmandu",Rs. 2.9Cr,4.0 aana,,,,2.5,,12 Feet 
1262,"Attractive houses on sale at Thulo Bharyang, Swoyambhu","Thulobharyang, Kathmandu",Rs. 14Cr,11.2 aana,,,,2.5,,22 Feet 
